tinsp,deg
1,2.4977322449812926
2,3.365850920585471
3,7.951010842722221
4,3.3316894950741105
5,6.342714207770573
6,0.15269027021598666
7,2.9052830573660673
8,3.8475576206958575
9,4.068640372111503
10,4.650481423660998
11,6.345837233957062
12,4.501605169408457
13,10.250011218904925
14,6.4206127663486035
15,3.903239687897461
16,3.9345531726146716
17,3.196635952916832
18,10.057849706889469
19,1.5458378052517452
20,4.0714876717754285
21,5.016099377154271
22,6.279379878823628
23,5.332112472818185
24,9.35734453772436
25,10.397448011411333
26,2.5881076741685027
27,7.383900613823074
28,0.8655556314352627
29,8.841605345263392
30,4.3349250740037
31,4.001688724394585
32,4.790344251301602
33,8.857152340890659
34,3.2740090440246936
35,4.046006468872007
36,8.312107358204853
37,8.212646675823471
38,6.765078278759803
39,3.223802440493939
40,12.819993375778244
41,1.5095367346387012
42,1.9041316595986593
43,3.5798874276187473
44,3.3972123249647765
45,3.7123490094155156
46,5.024804440478206
47,4.789430272177903
48,3.9379472771799744
49,3.8399560086883424
50,5.502572983400303
51,6.044273405874007
52,3.9367939710407214
53,4.681574667975251
54,6.6542170572335815
55,1.189941591840112
56,2.2453335478850076
57,2.2514984810990524
58,5.251238619187788
59,4.611609087471824
60,3.700788094755777
61,3.975625019084341
62,4.019345920472871
63,3.870908470756329
64,3.629426454253032
65,4.881988410952209
66,4.165400961328503
67,3.442142632221163
68,2.771362198630279
69,4.73902865589048
70,5.5871586011185235
71,4.800730460415828
72,4.626975736228905
73,4.889959929800686
74,4.455325722438625
75,4.54033733273294
76,4.35761884637977
77,4.483503287008672
78,3.5898108417481582
79,3.095674833546616
80,2.747228600317396
81,3.620264735419762
82,5.257140524346791
83,4.8265363550109655
84,6.6067777148763955
85,3.285243836738781
86,2.710238736943422
87,6.430488594925358
88,2.220434000755514
89,6.9275109932152965
90,4.39787204178498
91,6.539534493258037
92,9.210103455373691
93,4.5438471715155115
94,11.085493102989135
95,4.0554043813689225
96,3.8251229590937394
97,5.3777209409100495
98,5.437607021883406
99,5.107615122693058
100,4.805801479224273
101,6.386631409046537
102,2.015441226082485
103,5.099389308453181
104,5.232664848254245
105,5.25055834975357
106,4.480601231224787
107,3.645207962828011
108,3.053570219806927
109,3.4300633970361236
110,2.7738698378259645
111,12.480099779107844
112,7.484557004248257
113,9.785658394825647
114,6.276629451793726
115,4.419821113207936
116,10.24710007676723
117,1.1132532463357747
118,5.090438434643612
119,6.452993549600625
120,1.7235306054962716
121,3.7279929585880587
122,3.383842874567169
123,6.233348132415571
124,14.82936417529819
125,1.4917825698033649
126,3.7701989227173662
127,5.859541815945425
128,7.311084288755384
129,1.536253574650202
130,3.6390399132172493
131,5.309345064145601
132,5.143924807217138
133,4.792891680461766
134,5.729896013064717
135,4.662880533621561
136,6.776881412445689
137,2.001463702895343
138,4.695564415485929
139,8.245960443174125
140,3.8718841445148917
141,4.030027948340747
142,6.914862617683774
143,4.119470716151171
144,5.7853109440412815
145,8.123615904568073
146,5.979614641977422
147,6.939771069635863
148,0.5970227202432783
149,6.8308050528499615
150,2.281941361368177
151,4.425846272693419
152,13.501041958576032
153,6.045905322508961
154,6.184597926205175
155,6.3238297110979005
156,0.7086097011046599
157,1.5444308898661916
158,1.658358383678283
159,7.742918993859324
160,4.58962007971387
161,7.329178026713804
162,1.7220202450864133
163,5.1346184169495395
164,7.545941245337459
165,1.589616130847573
166,2.607795449568946
167,2.836219545884485
168,8.903907191354651
169,3.119103340709024
170,5.622545278693216
171,6.901381982510828
172,3.549806818977771
173,5.572962258843713
174,6.551037487859187
175,1.9725036350018792
176,2.470321207597338
177,2.4731233511659867
178,3.1225584432751443
179,6.446260208704981
180,3.4350573979593166
181,2.9890603632135693
182,5.9532260567965345
183,7.492071710953587
184,4.467415439011007
185,4.824100548973025
186,8.17168771428441
187,10.474942633034074
188,5.440377471841934
189,10.68504126207437
190,8.388641780585242
191,2.8399834955291703
192,3.854886693954419
193,12.450274320090172
194,4.823247085898251
195,7.700703134729157
196,8.439146674767011
197,7.1503573423184665
198,2.7144681336150467
199,3.9773897764152655
200,4.761110588292954
