tinsp,deg
1,0.29058724505102934
2,3.3578637045478055
3,3.79281950925755
4,6.10766233238077
5,0.3649569519838489
6,2.7799475226299935
7,5.800122888667545
8,4.968817228963782
9,7.0312071359055315
10,0.16643626193110153
11,0.788716951087963
12,3.222787007432156
13,3.7936741000649703
14,5.334581213918796
15,10.709843939768238
16,0.42060314619718164
17,1.1047139111436246
18,1.9118180722854186
19,3.33692992806738
20,7.7986570001070055
21,0.13156240403569086
22,0.6132349567226368
23,4.647882392447588
24,4.036664168895102
25,6.8276324271733415
26,0.7652569014341747
27,0.8583617320114689
28,3.618391217205849
29,3.3526945003662885
30,4.366632266479051
31,5.946296405240289
32,6.519079267885223
33,0.3238087747017282
34,2.721673549764027
35,2.8646293636700744
36,4.372069479936067
37,7.733809948460155
38,0.03159429158769849
39,0.6415619057893429
40,2.931995934489446
41,4.580234600648519
42,8.440662490719127
43,1.0655084271665303
44,1.4631794073238928
45,3.5616360277747625
46,4.840269858382127
47,4.54965486936589
48,4.53208865338281
49,7.900995587490207
50,0.995159993031288
51,1.6041318063949317
52,2.1690044569855083
53,4.394546085083333
54,5.41925312466361
55,5.257026892805064
56,11.905483793546955
57,0.0568533000208245
58,2.820497805520666
59,4.0341302729181185
60,5.761817778539624
61,6.903535632149627
62,1.0953155451514003
63,2.92208935395999
64,3.958025730326608
65,4.307238639142787
66,4.429416642389478
67,4.61441446858674
68,7.880245269443079
69,0.40153055644811975
70,2.896297859064771
71,4.537975153786703
72,5.742756240458777
73,5.1714460286771775
74,8.470792367705494
75,2.6391513889590428
76,3.1775148842996197
77,3.124340742958735
78,2.8931651647701337
79,3.8662687848477586
80,6.247247701981917
81,0.12718667663274155
82,0.728415428143093
83,1.9430911003163536
84,2.762649535282062
85,7.8058086190722475
86,0.06221634424624284
87,0.6068282071832904
88,3.2731241250888257
89,5.593127025324819
90,13.704301637578023
91,0.2210634094019027
92,1.1420385038428005
93,3.645437996770859
94,4.349116017042767
95,5.176339711819264
96,5.030377732398485
97,7.09482190155097
98,0.08686230652352714
99,1.7017336990266358
100,3.2874019929664056
101,3.406218982637215
102,4.035618619079962
103,5.754321222659692
104,6.406318684719415
105,2.4595341428610715
106,3.183099737317133
107,3.8335358304306077
108,8.299252780849994
109,0.0925853641728164
110,0.6933191922113557
111,2.117105891506266
112,5.255307151417105
113,4.9742141116516745
114,5.411648561727785
115,7.164921064298222
116,0.3995857795308995
117,2.157489564737821
118,5.039473194366782
119,8.131637834090355
120,3.367979557301576
121,4.7444582534970445
122,4.25144840010642
123,4.515823561668255
124,7.58694292566197
125,0.4705207521994525
126,0.5965841917237438
127,3.0967836610655746
128,3.8782454380960134
129,3.435319642318229
130,3.5075954527719557
131,9.567518676386412
132,1.25343919792062
133,2.3959211085237935
134,3.4277237123999917
135,5.115044985461625
136,5.5501948894394895
137,6.545626532464872
138,0.3182644133139054
139,1.3787854160182473
140,1.831471053971639
141,3.1341702471629134
142,3.493412590800264
143,7.718404331761625
144,0.4624143031363132
145,0.8108944453586231
146,7.375704566113623
147,0.011601595804725966
148,0.9850995391941535
149,2.353264875888083
150,5.259091622060128
151,7.03515717708324
152,0.20921849570341822
153,3.7333733250353855
154,7.826259971071363
155,0.03657146284083486
156,4.003469698475047
157,7.228511669164884
158,1.785846793092529
159,2.3165076462699923
160,5.997126343121683
161,8.003344653245557
162,0.27869262874884876
163,2.5891664985953153
164,3.308309060772844
165,5.92532224450579
166,9.078352705976906
167,1.0621231746634996
168,3.9253739016319726
169,5.5785325653881515
170,6.478688859387309
171,0.6987676985840616
172,1.9461473458286693
173,3.156845382173245
174,3.241800667392646
175,4.965121684788263
176,5.84777349336892
177,5.350967559127077
178,5.456199585070937
179,6.134334370132126
180,0.31878622575313736
181,0.8997643847744061
182,3.4686897797600884
183,4.136999857421929
184,5.107178105235038
185,9.4883974550329
186,0.4050326501563065
187,1.2019918089900075
188,2.10061979906386
189,6.28011566647658
190,1.675856277955779
191,4.215040011338849
192,4.349536360460831
193,7.2004235387592335
194,2.066430949901542
195,3.520243731148308
196,7.112070529254083
197,1.3023782066211267
198,2.055496573045447
199,2.4749079683317055
200,5.160982423598651
