tinsp,deg
1,2.428345037289277
2,3.4663181746276983
3,4.307931272865455
4,1.9822956303891157
5,3.2076077529694795
6,4.774952218807388
7,4.909278913811841
8,2.513216566091466
9,3.8305405150364815
10,3.6856349355780207
11,3.6914775005347367
12,6.059934648989571
13,0.2855314147052521
14,1.3919400972470897
15,3.4357434807695215
16,1.9039976255809896
17,5.036585141557305
18,9.958739184309703
19,0.5388411353921149
20,0.9647360584597143
21,1.793727715398159
22,3.6050126527731243
23,6.595694435537381
24,0.025139088090203147
25,1.7178517537774602
26,2.23369057096306
27,4.68764288884499
28,3.42416166794137
29,5.418658044868224
30,3.0085785068410162
31,4.74681957412942
32,5.415765697002208
33,3.795727067867798
34,4.2039746740254555
35,4.3494225770400865
36,6.9958838339729565
37,0.024238995927188596
38,0.5367502628917539
39,1.5680059536328796
40,3.838572426876158
41,3.8267932452682483
42,4.809326736675989
43,7.653737068271022
44,1.268401638126549
45,4.358954809266863
46,1.9242753656070724
47,6.562458725159421
48,1.435250900729366
49,2.3876104290375832
50,3.7533546763593715
51,2.741486611337487
52,3.804267587262388
53,4.597061430719639
54,3.8799942448892035
55,1.6600331503624874
56,4.8310891013552455
57,3.2627256076390707
58,3.9047631073385873
59,4.117324832377205
60,3.785591712483893
61,5.418139651960915
62,3.3215863427887258
63,14.455963378400215
64,0.5335342526944807
65,1.073901322191677
66,6.330826062417526
67,1.163987055343028
68,3.420785243243571
69,4.331162348239792
70,3.6754223789420797
71,3.047683789981133
72,5.1215418149737175
73,5.298728393899159
74,5.799163582019092
75,6.826049750075903
76,0.9555954992225921
77,1.1829860561727714
78,3.7734433771584035
79,2.4447629021408344
80,3.9190582521327038
81,3.745348213725504
82,6.735955576814989
83,0.701614711241881
84,1.685097469737624
85,2.178600846766307
86,4.797807141699559
87,2.6523528918442487
88,5.546825866133445
89,9.934366291249994
90,2.362882298991041
91,5.2601823538201575
92,2.1058553911770854
93,8.07331216546407
94,2.0281258418463586
95,4.154996305312024
96,4.0753163377871084
97,5.85659926117797
98,5.409399126249117
99,9.31710195828664
100,1.25397936279229
101,1.4817154511864103
102,4.620188030334435
103,3.925386152316117
104,1.8035022600405513
105,2.8134613127366173
106,6.055487724703054
107,1.4409876735259777
108,1.604328576158779
109,4.682077934030379
110,3.602678921857621
111,1.8791301590188538
112,2.0135712675688997
113,7.491478767246259
114,1.6908063616182574
115,3.033082926133534
116,1.4877360568356948
117,7.426160993134244
118,0.5618766990330971
119,1.291924349352217
120,1.9796441453666342
121,4.782964167249726
122,2.207878325685223
123,5.853024271971945
124,4.009227406176933
125,4.140643104112476
126,2.0319578930108726
127,5.2409459109009155
128,7.0156163061362715
129,1.1004168679888546
130,2.077033604126292
131,3.024434174176958
132,3.8550579037155277
133,4.106787344908569
134,3.216821312191477
135,6.935766917923558
136,0.24528793821239078
137,1.567332243652021
138,2.297894698803867
139,3.865541045890294
140,5.0712775692119525
141,6.089137004646242
142,1.3315927352175545
143,3.0989172571738823
144,3.5690693220574023
145,3.48730253735958
146,5.040327017785188
147,3.5853588982149738
148,4.978996901490524
149,7.1832846963746535
150,2.3743236133450516
151,3.692501165324365
152,4.551211230220211
153,3.9506822666594132
154,3.1395985487645306
155,3.801228795255442
156,2.59012374706923
157,4.671706419379699
158,6.758245773466791
159,0.2796695531493999
160,1.8305076229986075
161,7.722491034828541
162,0.08063984807997653
163,0.8216678392863891
164,6.542966874062631
165,0.9205406253867928
166,1.0056739878843444
167,2.4153513753648888
168,5.906544692499113
169,6.921039977286097
170,0.4278173657531417
171,2.7979236737613458
172,6.566257176008345
173,0.3989937408946667
174,0.7135194687847496
175,2.6307753965324845
176,3.8867970846360365
177,3.9500682428093414
178,5.777674178637193
179,3.8283528350374856
180,5.7143604652625015
181,4.124659212611431
182,6.2735885554345705
183,0.5675968881624871
184,1.4220716333901882
185,4.394052504828054
186,5.033091551926448
187,2.828714951701853
188,5.873591955965608
189,6.0662329570247016
190,0.16788872368948735
191,1.889817462335748
192,2.513012253281608
193,4.762501984052262
194,5.582527569358564
195,3.7700368519959264
196,2.188068561258888
197,5.683630190714152
198,5.005700044984838
199,4.12255186286539
200,2.448135332218118
